fold,best_val_acc,final_train_acc,final_val_acc,final_train_loss,final_val_loss
1,0.9950980392156863,0.9992937853107344,0.9767156862745098,0.012176150898054496,0.10085119522523646
2,0.9918478260869565,0.9955601092896175,0.9904891304347826,0.03360207238656983,0.058092955245545294
3,0.7395833333333334,0.9998301630434783,0.66875,0.010796743875328937,0.6623780072563225
4,0.9951388888888889,0.9982923497267759,0.99375,0.03370529206601974,0.03878218262559838
5,0.9964488636363636,0.9991554054054054,0.9921875,0.017407335381250125,0.041700387288900936
